"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",2705101,25008,23785,11597,12188,7742,12343,3441,3833,6395,1831,NA,0.584,NA,NA,473,0,422,11,158,131,77,55,31,8,1,1,461,18,22,28,23.44,6.97,17,68,196,160,14,11,26,13,0,414,1,144,329,184,289,467,6,0,1,1,27,417,15,29,417,15,38,39,40,39.03,39.03,1,111,37,67,216,279,194,292,181,456,9,1,140,28,154,13,87,3,5,6,1,25,470,1,2,0,0,215,258,26,13,0,414,1,26,410,35,3020,3320,3587.5,3290.8,537.69,29,370,51,9,452,9.31,0.88,2,470,160,0,0,27,133,10,14,37,17,55,99,61,6,NA,2,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10556,NA,73.9640344018765,6.39795265515035,NA,NA,NA,4.22832980972516,4.22832980972516,NA,8.45665961945032
2015,"MUNICIPIO",2705200,17576,15682,7703,7979,5234,8249,2053,2603,4238,1061,NA,0.568,NA,NA,285,0,245,7,94,86,49,32,12,5,0,0,278,18,22,28,23.15,6.41,2,41,116,107,5,11,8,2,0,269,0,120,165,124,161,278,7,0,1,8,26,214,14,35,214,14,38,39,40,38.59,38.59,0,69,21,31,146,285,0,129,156,274,5,0,87,11,71,4,50,1,0,7,0,31,285,0,0,0,0,144,141,8,2,0,269,0,23,245,17,2955,3240,3530,3220.17,540.94,13,198,37,0,272,9.32,0.6,2,280,75,0,0,12,63,8,9,12,11,23,43,32,4,NA,3,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373,NA,67.2487022180274,4.26718252162039,NA,NA,NA,10.5263157894737,10.5263157894737,NA,14.0350877192982
2015,"MUNICIPIO",2705309,5425,5275,2616,2659,1436,2796,967,711,1409,492,NA,0.563,NA,NA,78,0,65,0,17,20,21,9,10,0,1,0,78,20,25,29.75,25.58,6.77,1,12,41,21,1,2,11,2,2,61,0,8,70,34,44,78,0,0,1,2,8,51,5,11,51,5,38,39,40,38.58,38.58,0,19,6,7,43,78,0,51,27,78,0,0,22,3,12,11,8,0,0,0,0,11,77,1,0,0,0,39,39,11,2,2,61,0,6,69,3,3040,3375,3567.5,3233.18,559.66,5,51,7,2,76,9.1,0.78,0,75,28,0,0,4,24,5,3,6,3,7,14,14,1,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804,NA,55.3584102200142,5.16129032258065,NA,NA,NA,12.8205128205128,12.8205128205128,NA,38.4615384615385
2015,"MUNICIPIO",2705408,7241,6935,3358,3577,2363,3429,1034,1206,1749,564,NA,0.539,NA,NA,130,0,118,2,30,33,26,24,12,3,0,0,128,20,24.5,31,25.25,6.76,4,24,45,47,0,6,3,0,0,126,0,31,99,53,77,127,2,0,0,2,18,94,9,20,94,9,38,39,40,38.65,38.65,0,39,5,22,61,130,0,72,58,121,6,0,31,12,35,10,11,2,3,2,0,16,130,0,0,0,0,60,70,3,0,0,126,0,8,108,14,3002.5,3295,3649,3336.78,577.14,8,85,25,1,128,9.14,0.57,0,126,40,0,0,6,34,1,4,11,5,13,27,13,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,4111,NA,74.3281875357347,5.52409888136998,769.230769230769,57.1755288736421,57.1755288736421,NA,NA,NA,NA
2015,"MUNICIPIO",2705507,28335,26710,13278,13432,8735,13988,3706,4309,7054,1910,NA,0.527,NA,NA,523,0,344,15,162,175,94,50,21,5,1,0,508,18,21,26,22.71,6.04,18,78,231,157,11,15,21,4,1,490,0,217,306,125,398,514,9,0,3,7,85,381,29,95,381,29,37,39,40,38.34,38.34,2,203,48,48,200,341,182,342,175,509,3,0,82,13,245,1,64,0,2,9,0,86,521,0,0,2,0,267,256,21,4,1,490,0,31,454,38,2983,3270,3605,3272.57,528.14,20,373,88,4,363,9.07,0.83,0,521,163,0,0,24,139,11,13,54,16,45,91,72,15,NA,6,6,NA,1,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13282,NA,74.1423305925716,5.75260278807129,NA,NA,NA,11.472275334608,11.472275334608,NA,13.3843212237094
2015,"MUNICIPIO",2705606,12643,12060,6120,5940,3886,6389,1640,1943,3074,848,NA,0.521,NA,NA,134,0,98,1,45,35,31,13,6,3,0,0,133,18,22,27,23.39,6.35,5,17,54,41,1,3,6,2,0,113,0,48,86,43,91,131,1,0,0,0,19,93,9,19,93,9,38,39,40,38.79,38.79,0,46,15,22,39,134,0,82,52,129,2,0,31,1,40,2,22,2,0,1,0,19,134,0,0,0,0,76,58,6,2,0,113,0,9,112,13,3000,3287.5,3600,3292.07,563.65,8,89,18,0,129,9.4,0.63,0,133,68,0,0,9,59,1,5,20,6,27,39,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5512,NA,43.5914118412492,5.37847029977062,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2705705,21641,20364,9722,10642,6338,10577,3093,3173,5550,1702,NA,0.565,NA,NA,297,0,265,9,82,70,78,33,18,6,1,0,288,19,23,28,24.21,6.69,10,63,110,89,12,8,15,2,0,278,0,64,233,117,180,294,1,0,0,3,27,223,22,30,223,22,38,39,40,38.79,38.79,0,82,43,38,118,280,17,148,149,292,5,0,75,25,74,23,41,2,3,1,0,29,297,0,0,0,0,174,122,15,2,0,278,0,18,254,25,2950,3294,3624,3299.19,519.56,22,199,45,2,295,9.09,0.68,1,290,126,0,0,14,112,3,12,44,16,37,62,64,5,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18226,NA,53.5135135135135,5.82228177995472,336.700336700337,18.018018018018,NA,3.36700336700337,3.36700336700337,NA,6.73400673400673
2015,"MUNICIPIO",2705804,9298,8491,4278,4213,2872,4374,1146,1368,2197,591,NA,0.525,NA,NA,143,0,90,2,35,37,38,13,12,6,0,0,141,19,24,29,25.04,6.96,3,25,69,39,2,4,0,1,0,137,0,27,116,50,93,137,6,0,0,5,25,100,9,30,100,9,37,39,40,38.31,38.31,0,32,12,17,71,143,0,81,62,138,3,1,30,6,38,15,17,1,2,5,1,23,139,1,2,1,0,84,59,0,1,0,137,0,13,118,12,2955,3298,3642,3254.41,607.26,5,100,25,0,95,8.97,0.4,1,142,48,0,0,10,38,1,6,9,7,15,27,21,3,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,NA,65.0887573964497,5.16240051624005,NA,NA,NA,13.986013986014,13.986013986014,NA,NA
2015,"MUNICIPIO",2705903,5178,4957,2463,2494,1669,2430,801,857,1193,411,NA,0.503,NA,NA,100,0,53,2,21,26,21,17,9,4,0,0,98,20,25,30.25,25.65,7.17,2,25,35,34,1,3,1,0,0,97,0,5,95,48,52,98,0,1,0,0,9,67,7,10,67,7,38,39,40,38.57,38.57,0,22,18,20,23,99,1,44,55,86,10,0,19,8,22,3,10,7,3,0,0,10,99,0,0,1,0,53,47,1,0,0,97,0,11,85,4,2835,3115,3469.75,3076.17,687.62,14,58,8,3,96,8.84,1.27,0,67,39,0,0,7,32,1,1,16,1,13,30,9,1,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,83.8222967309304,7.53186558516802,NA,NA,NA,20,20,NA,NA
2015,"MUNICIPIO",2706000,11688,11047,5561,5486,3499,5547,1799,1735,2704,938,NA,0.493,NA,NA,201,0,189,4,49,57,51,22,16,2,0,0,197,19,24,28,24.39,6.31,2,39,79,72,5,4,10,1,0,186,0,18,183,88,113,197,4,0,3,1,12,170,10,16,170,10,38,39,40,38.59,38.59,0,38,13,22,121,201,0,83,117,195,5,0,59,13,48,21,29,3,2,4,0,16,201,0,0,0,0,104,97,10,1,0,186,0,9,180,12,3040,3276,3590,3273.82,535.8,10,146,31,0,201,9.12,0.38,0,200,67,0,0,6,61,2,8,32,8,11,36,31,6,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5429,NA,74.3343195266272,5.73237508555784,NA,NA,NA,9.9502487562189,9.9502487562189,NA,14.9253731343284
2015,"MUNICIPIO",2706109,11537,10912,5437,5475,3473,5578,1663,1731,2754,875,NA,0.547,NA,NA,155,0,150,3,36,38,41,24,11,2,0,0,152,19.5,25,29,24.69,6.44,1,27,53,60,7,6,9,2,0,142,1,17,138,62,93,154,1,0,0,1,13,124,14,14,124,14,38,39,40,39.2,39.2,0,31,4,12,105,155,0,69,86,145,7,0,42,9,43,13,24,3,4,1,0,12,155,0,0,0,0,75,80,9,2,0,142,1,12,130,13,3020,3290,3608,3301.42,522.89,13,104,28,1,154,8.97,0.46,3,152,76,0,0,10,66,1,7,25,10,23,45,31,2,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5058,NA,56.2817719680465,6.58750108347057,NA,NA,NA,12.9032258064516,6.45161290322581,6.45161290322581,25.8064516129032
2015,"MUNICIPIO",2706208,5004,5112,2474,2638,1808,2462,764,912,1257,418,NA,0.558,NA,NA,75,0,68,2,20,17,17,8,9,2,0,0,73,19,23,29.5,24.84,7.18,1,8,19,43,0,3,2,1,0,72,0,13,62,30,45,71,4,1,2,0,7,55,5,10,55,5,38,39,40,38.21,38.21,1,20,6,9,37,75,0,41,34,71,2,0,18,5,15,8,8,0,2,4,0,8,75,0,0,0,0,43,32,2,1,0,72,0,6,67,2,2912.5,3220,3633,3162.31,712.79,5,51,9,6,67,8.75,1.49,1,74,38,0,0,7,31,1,6,9,6,9,21,17,NA,NA,5,4,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3922,NA,59.6658711217184,7.59392486011191,NA,NA,NA,66.6666666666667,53.3333333333333,13.3333333333333,NA
2015,"MUNICIPIO",2706307,73878,70368,33582,36786,18709,37177,13203,9124,19530,7414,NA,0.638,NA,NA,1270,0,1133,22,290,338,317,197,82,22,2,0,1248,20,24,29,24.87,6.41,12,122,456,514,71,87,257,21,3,919,34,167,1103,542,728,1256,12,1,8,8,125,948,77,142,948,77,38,39,40,38.63,38.63,0,269,139,162,639,37,1233,481,788,1262,3,0,331,107,184,85,309,0,3,12,0,134,1270,0,0,0,0,644,626,257,21,3,920,34,82,1118,70,2935,3230,3523.75,3217.54,511.56,91,888,138,6,1264,9.25,0.62,2,1263,647,0,0,85,562,34,74,190,90,174,337,310,34,NA,8,6,2,7,1,1,NA,NA,7,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,64202,2369,65.0281618023554,8.7576815831506,78.740157480315,5.12032770097286,5.12032770097286,6.2992125984252,4.7244094488189,1.5748031496063,11.8110236220472
2015,"MUNICIPIO",2706406,24878,23811,11758,12053,7429,12223,3765,3603,6236,1982,NA,0.593,NA,NA,401,0,374,8,117,109,86,45,23,9,4,0,393,19,23,28,24.15,6.83,8,42,142,166,19,23,8,4,1,384,1,77,324,173,228,390,9,0,2,3,33,324,28,38,324,28,38,39,40,38.93,38.93,1,123,47,39,168,238,163,236,165,397,3,0,128,21,127,16,54,0,2,9,0,31,401,0,0,0,0,203,198,8,4,1,384,1,27,355,19,2950,3280,3590,3256.03,538.56,23,296,45,2,397,9.29,0.84,6,395,133,0,0,13,120,8,16,38,16,42,70,63,7,NA,4,3,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24878,NA,64.3040410519564,5.34608891389983,NA,NA,NA,9.97506234413965,7.48129675810474,2.49376558603491,NA
2015,"MUNICIPIO",2706422,10601,10264,5114,5150,3295,5042,1735,1641,2491,913,NA,0.548,NA,NA,190,0,99,6,50,43,46,24,18,3,0,0,184,19,24,29,24.61,6.9,5,32,72,74,3,4,3,1,0,169,14,47,143,76,114,186,3,0,1,4,17,147,15,22,147,15,38,39,40,38.77,38.77,0,37,13,12,123,189,1,107,83,184,4,0,50,10,53,19,21,3,1,3,0,21,186,3,1,0,0,100,90,3,1,0,169,14,11,159,19,3065,3320,3600,3326.17,516.04,7,139,27,2,103,9.06,0.89,2,185,75,0,0,7,68,1,8,26,3,30,45,30,3,NA,3,3,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,NA,76.2745885186672,7.0748042637487,NA,NA,NA,15.7894736842105,15.7894736842105,NA,21.0526315789474
2015,"MUNICIPIO",2706448,12887,11347,5590,5757,3518,6132,1585,1759,3100,829,NA,0.605,NA,NA,201,0,187,9,71,43,38,30,10,0,0,0,192,18,22,27,22.97,6.34,2,29,68,94,3,4,3,1,0,194,0,77,124,93,108,198,3,0,1,1,9,179,5,11,179,5,38,39,40,39.05,39.05,1,41,20,29,98,201,0,105,96,190,8,0,52,28,37,20,38,4,4,3,0,9,201,0,0,0,0,97,104,3,1,0,194,0,13,179,9,2880,3175,3425,3172.36,520.15,13,155,22,2,192,9.04,0.67,3,198,66,0,0,6,60,1,7,28,5,19,43,23,2,NA,4,3,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10299,NA,64.8387096774193,5.12144021106541,NA,NA,NA,19.9004975124378,14.9253731343284,4.97512437810945,NA
2015,"MUNICIPIO",2706505,15419,14763,7512,7251,5063,7591,1915,2476,3688,988,NA,0.533,NA,NA,230,0,215,9,69,70,52,19,10,1,0,0,221,18,22,27,22.83,5.78,3,29,91,94,5,6,4,4,0,221,0,80,150,94,136,227,3,0,0,2,15,195,12,17,195,12,39,39,40,39.07,39.07,0,53,23,24,120,226,4,126,104,227,1,0,48,33,56,22,43,0,1,3,0,17,227,0,3,0,0,111,119,4,4,0,221,0,14,200,16,2935,3247.5,3605,3237.57,586.84,14,181,22,1,221,9.12,0.62,2,228,90,0,0,9,81,4,8,34,7,28,55,35,5,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,4973,NA,62.3644251626898,5.83695440690058,434.782608695652,27.114967462039,27.114967462039,4.34782608695652,4.34782608695652,NA,NA
2015,"MUNICIPIO",2706604,7682,7426,3631,3795,2119,3831,1336,1041,1942,732,NA,0.589,NA,NA,110,0,93,1,33,31,28,11,6,0,0,0,109,19,21.5,28,23.49,5.88,1,12,45,43,1,8,19,0,0,89,0,17,93,49,61,109,1,0,0,1,13,81,7,14,81,7,38,39,40,38.75,38.75,0,24,4,11,66,107,3,54,56,110,0,0,31,7,26,6,18,0,0,1,0,13,110,0,0,0,0,46,64,19,0,0,89,0,8,96,6,2941.25,3220,3506.25,3213.19,486.75,6,80,13,1,103,9.19,0.64,1,108,56,0,0,4,52,3,6,24,2,17,27,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5069,1104,56.6426364572606,7.28976828950794,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2706703,64074,60378,29308,31070,17375,32575,9576,8553,16779,5244,NA,0.63,NA,NA,979,0,118,10,226,266,240,151,69,16,1,0,969,20,24,29,24.89,6.38,12,86,321,456,29,53,17,4,0,273,0,151,828,403,576,965,10,0,5,13,121,710,52,139,710,52,37,39,40,38.34,38.34,4,19,12,15,48,108,871,405,573,957,11,1,298,4,266,7,166,3,8,10,1,132,976,1,2,0,0,505,473,17,4,0,273,0,51,865,63,2900,3215,3547.5,3225,520.84,49,683,131,1,870,9.57,0.65,4,146,405,0,0,64,341,9,47,112,27,146,247,158,20,NA,5,4,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61818,NA,58.3467429525002,6.32081655585729,NA,NA,NA,5.10725229826353,4.08580183861083,1.02145045965271,6.12870275791624
2015,"MUNICIPIO",2706802,18011,17203,8615,8588,5339,8945,2701,2574,4429,1454,NA,0.572,NA,NA,305,0,36,7,83,93,67,32,20,3,0,0,298,19,23,28,23.74,6.22,4,22,136,125,3,8,2,2,1,95,0,57,248,103,202,303,1,0,0,4,30,224,16,34,224,16,38,39,40,38.77,38.77,0,10,7,5,13,302,3,144,160,302,2,0,79,2,99,1,56,0,2,1,0,33,302,3,0,0,0,144,161,2,2,1,95,0,20,264,21,2960,3275,3570,3257.51,515.52,15,213,38,2,277,9.57,0.97,1,46,103,0,0,17,86,8,15,29,6,28,56,47,4,NA,4,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11038,NA,68.8643034545044,5.71872744433957,NA,NA,NA,13.1147540983607,13.1147540983607,NA,NA
2015,"MUNICIPIO",2706901,35295,33305,16167,17138,10086,17768,5033,4965,9295,2626,NA,0.61,NA,NA,606,0,492,16,167,184,125,73,37,4,0,0,590,19,23,28,23.67,6.29,13,54,248,245,22,16,31,6,1,552,0,267,339,228,378,583,21,1,8,11,61,466,26,81,466,26,38,39,40,38.32,38.32,1,124,40,74,335,561,45,290,316,577,19,0,130,41,171,23,106,6,11,21,0,63,605,1,0,0,0,304,302,31,6,1,552,0,50,511,45,2952.5,3260,3623.75,3244.11,587.25,27,425,97,1,534,9.25,0.59,2,582,230,0,0,35,195,6,25,76,25,63,142,88,11,NA,8,7,1,1,1,1,NA,NA,4,NA,4,1,1,NA,2,NA,4,1,1,NA,NA,NA,NA,NA,34441,4000,65.196342119419,6.51650375407281,660.06600660066,43.0338891877353,43.0338891877353,13.2013201320132,11.5511551155116,1.65016501650165,14.8514851485149
2015,"MUNICIPIO",2707008,2956,2866,1420,1446,840,1508,472,425,744,251,NA,0.574,NA,NA,31,0,23,2,5,8,7,4,4,1,0,0,29,21,25,30,25.58,7.63,1,8,11,9,0,1,2,1,0,26,0,15,16,6,25,31,0,0,0,0,1,27,2,1,27,2,38.25,39,40,39.37,39.37,0,5,1,4,21,31,0,16,15,31,0,0,4,2,12,1,10,0,0,0,0,1,31,0,0,0,0,15,16,2,1,0,26,0,0,31,0,3007.5,3385,3525,3299.68,365.53,1,25,3,0,25,9.4,0.5,0,30,25,0,0,1,24,1,4,9,2,8,15,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,NA,41.6666666666667,8.4573748308525,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO",2707107,24950,23045,11294,11751,8051,11854,2939,3969,6144,1537,NA,0.589,NA,NA,430,0,370,6,104,126,100,57,28,9,0,0,424,19,24,29,24.55,6.33,13,72,165,147,11,22,11,1,0,413,0,103,327,176,254,423,3,0,4,5,30,345,25,39,345,25,38,39,40,38.9,38.9,0,75,33,35,251,327,103,240,187,414,8,1,104,42,130,31,50,2,4,3,1,36,422,4,3,1,0,210,219,11,1,0,413,0,36,360,34,2950,3297,3634.25,3258.73,555.31,34,308,52,4,395,8.97,0.65,4,423,131,0,0,25,106,2,14,46,6,38,76,55,9,NA,7,5,2,1,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22243,7316,69.9869791666667,5.25050100200401,NA,NA,NA,16.2790697674419,11.6279069767442,4.65116279069767,18.6046511627907
2015,"MUNICIPIO",2707206,14493,13872,7002,6870,4864,6959,1877,2399,3428,947,NA,0.526,NA,NA,249,0,233,6,66,68,44,45,16,4,0,0,243,19,24,30,24.49,6.66,4,43,103,87,5,5,14,1,0,231,0,26,223,94,155,240,8,0,2,4,25,190,19,31,190,19,38,39,40,38.58,38.58,2,68,22,25,131,245,4,107,142,238,9,1,61,16,59,26,40,3,1,8,1,26,245,0,4,0,0,133,116,14,1,0,231,0,23,216,10,2914,3224,3516,3185.14,509.92,21,172,29,2,242,9.07,0.65,1,246,59,0,0,5,54,1,4,19,7,23,33,26,2,NA,1,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295,NA,72.6371061843641,4.0709307941765,NA,NA,NA,4.01606425702811,4.01606425702811,NA,16.0642570281124
2015,"MUNICIPIO",2707305,27288,25708,12754,12954,8409,13497,3520,4139,6834,1842,NA,0.586,NA,NA,424,0,383,12,137,128,80,45,18,4,0,0,412,18,22,27,23.01,6.03,11,61,171,152,11,14,28,4,0,386,0,159,265,166,258,412,10,0,0,1,31,355,17,32,355,17,38,39,40,39.07,39.07,2,101,13,45,234,320,104,255,165,408,9,0,86,48,118,29,71,3,4,10,0,31,421,0,3,0,0,213,211,28,4,0,386,0,23,366,35,3030,3315,3600,3297.1,519.66,27,305,53,2,411,9.14,0.6,4,414,186,0,0,34,152,10,19,47,28,48,116,70,5,NA,4,3,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.0427275387767,6.81618293755497,NA,NA,NA,9.43396226415094,7.07547169811321,2.35849056603774,16.5094339622642
2015,"MUNICIPIO",2707404,8151,8429,4270,4159,2623,4427,1268,1313,2173,608,NA,0.541,NA,NA,115,0,97,2,40,31,27,10,4,1,0,0,113,18,21,27,22.84,5.91,2,18,49,39,3,2,1,1,0,107,0,32,83,47,68,114,1,0,0,0,12,86,10,12,86,10,38,39,40,39.12,39.12,0,33,11,15,46,115,0,65,49,111,1,0,24,15,28,6,21,1,0,1,0,11,115,0,0,0,0,62,53,1,1,0,107,0,9,96,10,2992.5,3320,3552.5,3261.56,565.88,6,83,16,0,109,9.18,0.49,2,110,50,0,0,8,42,1,5,14,1,21,26,24,3,NA,3,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321,NA,52.9222273354809,6.13421666053245,NA,NA,NA,26.0869565217391,17.3913043478261,8.69565217391304,34.7826086956522
2015,"MUNICIPIO",2707503,20205,19334,9594,9740,5750,10123,3160,2850,5075,1648,NA,0.551,NA,NA,328,0,148,5,84,87,72,49,26,5,0,0,323,19,24,29,24.68,6.66,7,62,117,124,4,7,24,2,1,166,28,35,293,139,189,318,8,0,0,1,38,239,18,39,239,18,38,39,40,38.74,38.74,1,42,40,35,66,326,2,186,141,309,15,0,88,7,94,15,37,11,4,8,0,28,326,0,1,1,0,171,157,24,2,1,166,28,20,286,22,2995,3323,3626.25,3276.19,550.17,18,221,46,1,308,9.4,0.81,4,174,91,0,0,11,80,1,7,35,13,24,47,44,3,NA,5,5,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6305418719212,4.50383568423657,NA,NA,NA,15.2439024390244,15.2439024390244,NA,NA
2015,"MUNICIPIO",2707602,11592,11480,5671,5809,3283,6042,1976,1615,3042,1061,NA,0.559,NA,NA,204,0,193,1,63,56,50,21,12,1,0,0,203,19,22,28,23.56,6.19,2,35,100,53,9,4,20,3,0,177,1,46,158,86,118,201,3,0,0,2,23,158,19,25,158,19,38,39,40,38.89,38.89,0,47,20,26,104,173,31,105,99,201,2,0,53,17,53,15,36,0,1,3,0,23,203,1,0,0,0,82,122,20,3,0,177,1,15,179,10,2943.75,3217.5,3551.25,3203.97,563.01,19,145,26,3,197,9.17,0.99,0,201,81,0,0,13,68,1,10,23,7,27,48,33,4,NA,3,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6555,958,67.0611439842209,6.98757763975155,NA,NA,NA,14.7058823529412,9.80392156862745,4.90196078431373,24.5098039215686
2015,"MUNICIPIO",2707701,75645,68481,33301,35180,19716,37837,10225,9545,19620,5566,NA,0.643,NA,NA,1021,0,838,14,275,290,232,135,64,10,0,1,1006,19,23,28,24.12,6.37,15,67,378,479,38,39,51,8,6,932,0,404,617,430,591,999,20,0,4,15,95,759,46,114,759,46,38,39,40,38.66,38.66,4,228,129,154,436,960,61,477,539,946,24,0,245,76,201,47,204,8,12,20,0,96,1019,1,0,1,0,511,509,51,8,6,932,0,80,882,59,2920,3245,3555,3219.27,536.95,56,716,117,6,957,9.21,0.64,13,1002,457,0,0,82,375,24,44,133,51,123,246,210,27,NA,11,10,1,9,NA,NA,NA,NA,9,NA,2,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,48681,NA,52.0387359836901,6.0413774869456,195.88638589618,10.1936799184506,5.09683995922528,10.7737512242899,9.79431929480901,0.979431929480901,19.588638589618
